"","編號","屋齡","建物移轉面積平方公尺","主要用途","主要建材","建築完成日期","總層數","建物分層"
"1","The serial number","room age","building shifting area square meter","the main use","main building materials","construction completes the date","total layer","building lamination"
"9788","RPROMLLLJHPFFCA57CA","3","105.79","見其他登記事項","鋼筋混凝土造","105年8月29日","十四層",NA
"9789","RPWSMLKLJHPFFCA38CA","31",".23","共有部分","鋼筋混凝土造","77年12月19日","十三層",NA
"9790","RPWSMLKLJHPFFCA38CA","31","6.48","見使用執照","鋼筋混凝土造","77年12月19日","十三層","地下層"
"9791","RPWSMLKLJHPFFCA38CA","31","18.32","共有部分","鋼筋混凝土造","77年12月19日","十三層",NA
"9792","RPWSMLKLJHPFFCA38CA","31","93.19","商業用","鋼筋混凝土造","77年12月19日","十三層","三層"
"9793","RPOOMLPJKHPFFAA37CA","1","53.76","見其他登記事項","鋼筋混凝土造","107年10月26日","十層","七層"
"9794","RPOOMLPJKHPFFAA37CA","1","26.78","見其他登記事項","鋼筋混凝土造","107年10月26日","十層",NA
"9795","RPWOMLPJKHPFFAA18CA","1","26.62","見其他登記事項","鋼筋混凝土造","107年10月26日","十層",NA
"9796","RPWNMLKKJHPFFCA77CA","52","90.45","住家用","加強磚造","56年12月29日","四層","一層"
"9797","RPRNMLKKJHPFFCA27CA","39","104.69","住家用","鋼筋混凝土造","69年8月18日","五層","五層"
"9798","RPVNMLKKJHPFFCA67CA","38","88.54","住家用","鋼筋混凝土造","70年12月21日","五層","三層"
"9799","RPTOMLKKJHPFFCA57CA","33","364.93","住家用","鋼筋混凝土造","75年7月2日","四層","一層 二層 三層 四層"
"9800","RPOOMLKKJHPFFCA07CA","21","65.02","住家用","鋼筋混凝土造","87年9月11日","十一層","七層"
"9801","RPOOMLKKJHPFFCA07CA","21","5.09","共有部分","鋼筋混凝土造","87年9月11日","十二層",NA
"9802","RPOOMLKKJHPFFCA07CA","21","8.85","共有部分","鋼筋混凝土造","87年9月11日","十一層",NA
"9803","RPOOMLKKJHPFFCA07CA","21","3.71","共有部分","鋼筋混凝土造","87年9月11日","十二層",NA
"9804","RPOOMLKKJHPFFCA07CA","21","6.23","共有部分","鋼筋混凝土造","87年9月11日","十二層",NA
"9805","RPQNMLOKJHPFFCA57CA","54","65.56","住家用","加強磚造","55年2月25日","三層","二層"
"9806","RPTNMLNKJHPFFBA67CA",NA,"190.23",NA,"加強磚造",NA,"三層","一層 二層 三層"
"9807","RPRPMLNKJHPFFCA77CA","10","29.22","商業用","鋼筋混凝土造","98年6月22日","十四層","七層"
"9808","RPRPMLNKJHPFFCA77CA","10","5.89","共有部分","鋼筋混凝土造","98年6月22日","十四層",NA
"9809","RPRPMLNKJHPFFCA77CA","10","2.90","共有部分","鋼筋混凝土造","98年6月22日","十四層",NA
"9810","RPRPMLNKJHPFFCA77CA","10","7.47","共有部分","鋼筋混凝土造","98年6月22日","十四層",NA
"9811","RPRPMLNKJHPFFCA77CA","10","7.07","共有部分","鋼筋混凝土造","98年6月22日","十四層",NA
"9812","RPRPMLKKJHPFFCA47CA","31","104.73","住家用","鋼筋混凝土造","78年1月23日","七層","七層"
"9813","RPRPMLKKJHPFFCA47CA","31","6.72","共有部分","鋼筋混凝土造","78年1月23日","八層",NA
"9814","RPVQMLOKJHPFFCA38CA","36","78.69","住家用","鋼筋混凝土造","73年2月7日","七層","五層"
"9815","RPVQMLOKJHPFFCA38CA","36","27.16","共有部分","鋼筋混凝土造","73年2月7日","七層",NA
"9816","RPTPMLKKJHPFFCA67CA","37","94.39","住家用","鋼筋混凝土造","71年6月28日","五層","四層"
"9817","RPTNMLOKJHPFFCA87CA","9","100.64","住家用","鋼筋混凝土造","99年9月13日","十一層","五層"
"9818","RPTNMLOKJHPFFCA87CA","9","86.92","見其他登記事項","鋼筋混凝土造","99年9月13日","十一層",NA
"9819","RPRQMLPKJHPFFCA08CA","6","94.38","住家用","鋼筋混凝土造","103年4月15日","五層","二層"
"9820","RPRQMLPKJHPFFCA08CA","6","78.95","見其他登記事項","鋼筋混凝土造","103年4月15日","五層",NA
"9821","RPSPMLNKJHPFFBA77CA",NA,"45.39",NA,"磚造",NA,"一層","一層"
"9822","RPXNMLKKJHPFFBA77CA","38","38.82","商業用","鋼筋混凝土造","71年1月11日","八層","七層"
"9823","RPXNMLKKJHPFFBA77CA","38","17.63","共有部分","鋼筋混凝土造","71年1月11日","八層",NA
"9824","RPSQMLLLJHPFFBA77CA",NA,"64.31","住家用","鋼筋混凝土造",NA,"四層","騎樓 一層"
"9825","RPSQMLLLJHPFFBA77CA",NA,"68.81","住家用","鋼筋混凝土造",NA,"四層","三層 陽台"
"9826","RPSQMLLLJHPFFBA77CA",NA,"289.99",NA,"加強磚造",NA,"四層","一層 三層 騎樓 四層 二層"
"9827","RPSQMLLLJHPFFBA77CA",NA,"68.81","住家用","鋼筋混凝土造",NA,"四層","陽台 二層"
"9828","RPSQMLLLJHPFFBA77CA",NA,"68.81","住家用","鋼筋混凝土造",NA,"四層","四層 陽台"
"9829","RPPPMLQKJHPFFDA97CA","35","91.84","住家用","鋼筋混凝土造","74年5月29日","五層","五層"
"9830","RPPPMLQKJHPFFDA97CA","35","2.83","共有部分","鋼筋混凝土造","74年5月29日","五層",NA
"9831","RPRNMLKKJHPFFDA37CA","41","124.50","住家用","鋼筋混凝土造","67年12月20日","五層","五層"
"9832","RPPOMLKKJHPFFDA27CA","24","148.87","住家用","鋼筋混凝土造","84年11月29日","十八層","三層 電梯樓梯間"
"9833","RPPOMLKKJHPFFDA27CA","24","10.74","共有部分","鋼筋混凝土造","84年11月29日","十八層",NA
"9834","RPPOMLKKJHPFFDA27CA","24","20.67","見使用執照","鋼筋混凝土造","84年11月29日","十八層","地下三層"
"9835","RPPOMLKKJHPFFDA27CA","24","1.47","共有部分","鋼筋混凝土造","84年11月29日","十八層",NA
"9836","RPPOMLKKJHPFFDA27CA","24",".17","共有部分","鋼筋混凝土造","84年11月29日","十八層",NA
"9837","RPXOMLKKJHPFFDA08CA","29","87.36","住家用","鋼筋混凝土造","79年10月22日","六層","一層"
"9838","RPXOMLKKJHPFFDA08CA","29","6.50","共有部分","鋼筋混凝土造","79年10月22日","六層",NA
"9839","RPXOMLKKJHPFFDA08CA","29","7.83","共有部分","鋼筋混凝土造","79年10月22日","六層",NA
"9840","RPXOMLKKJHPFFDA08CA","29","11.88","見使用執照","鋼筋混凝土造","79年10月22日","六層","地下三層"
"9841","RPOOMLPJKHPFFBA47CA","41","23.74","住家用","鋼筋混凝土造","67年11月7日","十四層","八層"
"9842","RPOOMLPJKHPFFBA47CA","41","3.90","共有部分","鋼筋混凝土造","67年11月7日","十四層",NA
"9843","RPOOMLPJKHPFFBA47CA","41","2.57","共有部分","鋼筋混凝土造","67年11月7日","十四層",NA
"9844","RPVOMLTJJHPFFDA68CA","30","109.82","住家用","鋼筋混凝土造","78年6月29日","六層","五層"
"9845","RPVOMLTJJHPFFDA68CA","30","18.02","共有部分","鋼筋混凝土造","78年6月29日","六層",NA
"9846","RPUOMLPJKHPFFDA28CA","51","10.12","住家用","加強磚造","58年3月20日","四層","二層"
"9847","RPVQMLOJKHPFFBA28CA","33","117.68","商業用","鋼筋混凝土造","75年7月14日","十二層","六層"
"9848","RPVQMLOJKHPFFBA28CA","33",".02","見使用執照","鋼筋混凝土造","75年7月14日","十二層","地下層"
"9849","RPVQMLOJKHPFFBA28CA","33","6.18","共有部分","鋼筋混凝土造","75年7月14日","十二層",NA
"9850","RPRNMLLJKHPFFCA37CA","19","48.06","共有部分","鋼筋混凝土造","90年2月27日","十三層",NA
"9851","RPRNMLLJKHPFFCA37CA","19","182.99","住家用","鋼筋混凝土造","90年2月27日","十三層","三層"
"9852","RPRNMLLJKHPFFCA37CA","19","67.35","共有部分","鋼筋混凝土造","90年2月27日","十三層",NA
"9853","RPOQMLNKJHPFFDA67CA","16","28.15","見其他登記事項","鋼筋混凝土造","93年6月7日","九層","九層"
"9854","RPOQMLNKJHPFFDA67CA","16","13.62","共有部分","鋼筋混凝土造","93年6月7日","九層",NA
"9855","RPTPMLKKJHPFFEA87CA","11","45.31","住家用","鋼筋混凝土造","98年2月5日","十三層","十三層"
"9856","RPTPMLKKJHPFFEA87CA","11","7.02","共有部分","鋼筋混凝土造","98年2月5日","十三層",NA
"9857","RPTPMLKKJHPFFEA87CA","11","19.44","共有部分","鋼筋混凝土造","98年2月5日","十三層",NA
"9858","RPVOMLKKKHPFFCA87CA","17","9.87","共有部分","見使用執照","91年5月20日","十三層",NA
"9859","RPVOMLKKKHPFFCA87CA","17","210.19","工業用","見使用執照","91年5月20日","十三層","四層"
"9860","RPVOMLKKKHPFFCA87CA","17","87.88","共有部分","見使用執照","91年5月20日","十三層",NA
"9861","RPVOMLKKKHPFFCA87CA","17","35.49","停車空間","見使用執照","91年5月20日","十三層","地下二層 地下三層"
"9862","RPVOMLKKKHPFFCA87CA","17","24.81","共有部分","見使用執照","91年5月20日","十三層",NA
"9863","RPVOMLKKKHPFFCA87CA","17","9.37","共有部分","見使用執照","91年5月20日","十三層",NA
"9864","RPVOMLKKKHPFFCA87CA","17","72.04","見使用執照","見使用執照","91年5月20日","十三層",NA
"9865","RPVOMLKKKHPFFCA87CA","17",".66","共有部分","見使用執照","91年5月20日","十三層",NA
"9866","RPVOMLKKKHPFFCA87CA","17","4.68","共有部分","見使用執照","91年5月20日","十三層",NA
"9867","RPQPMLKKJHPFFEA57CA","24","56.18","住家用","鋼筋混凝土造","84年6月22日","十層","八層"
"9868","RPQPMLKKJHPFFEA57CA","24","9.68","共有部分","鋼筋混凝土造","84年6月22日","十層",NA
"9869","RPQPMLKKJHPFFEA57CA","24","4.38","共有部分","鋼筋混凝土造","84年6月22日","十層",NA
"9870","RPWPMLRKJHPFFEA88CA","3","132.86","見其他登記事項","鋼筋混凝土造","106年4月21日","八層",NA
"9871","RPWPMLRKJHPFFEA88CA","3","188.03","住家用","鋼筋混凝土造","106年4月21日","八層","五層"
"9872","RPTNMLNKJHPFFEA97CA","42","110.61","住家用","鋼筋混凝土造","67年4月4日","八層","六層"
"9873","RPTNMLNKJHPFFEA97CA","42","14.70","共有部分","鋼筋混凝土造","67年4月4日","八層",NA
"9874","RPWPMLKKJHPFFEA18CA","44","107.80","住家用","鋼筋混凝土造","64年7月4日","四層","一層 平台"
"9875","RPROMLNKJHPFFEA87CA","43","77.15","住家用","鋼筋混凝土造","65年9月22日","四層","四層 陽台"
"9876","RPRQMLTJJHPFFEA58CA","42","77.27","住家用","鋼筋混凝土造","66年9月15日","五層","四層"
"9877","RPRPMLKKJHPFFEA67CA","46","73.24","住家用","加強磚造","62年9月6日","二層","二層"
"9878","RPVPMLKKJHPFFEA08CA","38","42.10","住家用","鋼筋混凝土造","71年2月26日","七層","四層"
"9879","RPVPMLKKJHPFFEA08CA","38","15.46","共有部分","鋼筋混凝土造","71年2月26日","七層",NA
"9880","RPPPMLQKJHPFFEA08CA",NA,"53.62","住家用","鋼筋混凝土造","108年9月9日","八層","五層"
"9881","RPPPMLQKJHPFFEA08CA",NA,"34.51","見其他登記事項","鋼筋混凝土造","108年9月9日","八層",NA
"9882","RPRNMLKKJHPFFFA57CA","38","54.15","商業用","鋼筋混凝土造","70年11月6日","十二層","八層"
"9883","RPRNMLKKJHPFFFA57CA","38","10.33","共有部分","鋼筋混凝土造","70年11月6日","十二層",NA
"9884","RPTNMLQKJHPFFFA38CA",NA,"94.05","住家用","鋼筋混凝土造",NA,"五層","四層"
"9885","RPVNMLLLJHPFFFA18CA",NA,"158.91","住家用","加強磚造",NA,"四層","三層"
"9886","RPRNMLKKJHPFFEA47CA","42","109.83","住家用","鋼筋混凝土造","66年6月15日","四層","二層"
"9887","RPXNMLKKJHPFFFA18CA","29","124.43","住家用","鋼筋混凝土造","80年1月5日","十七層","三層"
"9888","RPXNMLKKJHPFFFA18CA","29","30.91","共有部分","鋼筋混凝土造","80年1月5日","十七層",NA
"9889","RPXNMLKKJHPFFFA18CA","29","43.75","見使用執照","鋼筋混凝土造","80年1月5日","十七層","地下三層"
"9890","RPSNMLKKJHPFFEA57CA","39","140.65","住家用","鋼筋混凝土造","69年7月21日","七層","五層"
"9891","RPQNMLKKJHPFFEA37CA","47","54.59","住家用","鋼筋混凝土造","61年8月16日","四層","三層"
"9892","RPVOMLMLJHPFFEA28CA","44","67.25","住家用","鋼筋混凝土造","64年11月21日","四層","三層"
"9893","RPVOMLMLJHPFFEA28CA","44","33.63","住家用","鋼筋混凝土造","64年11月21日","四層","三層"
"9894","RPUNMLNKJHPFFFA18CA","49","153.40","住家用","鋼筋混凝土造","60年4月3日","七層","一層"
"9895","RPPNMLQKJHPFFBA67DA","37","13.87","共有部分","鋼筋混凝土造","71年10月27日","十二層",NA
"9896","RPPNMLQKJHPFFBA67DA","37","46.51","住家用","鋼筋混凝土造","71年10月27日","十二層","九層"
"9897","RPQOMLNKJHPFFAA47DA","22","150.66","商業用","鋼筋混凝土造","86年7月19日","六層","電梯樓梯間 走廊 地下二層"
"9898","RPQOMLNKJHPFFAA47DA","22","13.09","共有部分","鋼筋混凝土造","86年7月19日","六層",NA
"9899","RPOPMLNKJHPFFAA37DA","16","37.80","住家用","鋼筋混凝土造","92年9月22日","十四層","三層"
"9900","RPOPMLNKJHPFFAA37DA","16","4.83","共有部分","鋼筋混凝土造","92年9月22日","十四層",NA
"9901","RPOPMLNKJHPFFAA37DA","16","13.08","共有部分","鋼筋混凝土造","92年9月22日","十四層",NA
"9902","RPOPMLNKJHPFFAA37DA","16","36.26","共有部分","鋼筋混凝土造","92年9月22日","十四層",NA
"9903","RPOOMLTJJHPFFAA77DA","6","42.77","住家用","鋼筋混凝土造","103年5月13日","十一層","七層"
"9904","RPOOMLTJJHPFFAA77DA","6","8.96","見其他登記事項","鋼筋混凝土造","103年5月13日","十一層",NA
"9905","RPOOMLTJJHPFFAA77DA","6","33.46","見其他登記事項","鋼筋混凝土造","103年5月13日","十一層",NA
"9906","RPOOMLTJJHPFFAA77DA","6","10.96","見其他登記事項","鋼筋混凝土造","103年5月13日","十一層",NA
"9907","RPPNMLQKJHPFFAA57DA","33","109.15","住家用","鋼筋混凝土造","75年6月24日","五層","四層"
"9908","RPPNMLQKJHPFFAA57DA","33","2.85","共有部分","鋼筋混凝土造","75年6月24日","五層",NA
"9909","RPQNMLLLJHPFFCA47DA","35","65.57","住家用","鋼筋混凝土造","73年12月22日","五層","四層"
"9910","RPQNMLLLJHPFFCA47DA","35","2.98","共有部分","鋼筋混凝土造","73年12月22日","五層",NA
"9911","RPVNMLLKJHPFFCA87DA","19","85.98","住家用","鋼筋混凝土造","89年6月28日","十層","五層"
"9912","RPVNMLLKJHPFFCA87DA","19","15.56","共有部分","鋼筋混凝土造","89年6月28日","十二層",NA
"9913","RPVNMLLKJHPFFCA87DA","19","54.18","共有部分","鋼筋混凝土造","89年6月28日","十二層",NA
"9914","RPSOMLMLJHPFFCA87DA","23","110.93","住家用","鋼筋混凝土造","86年2月22日","五層","五層 夾層"
"9915","RPSOMLMLJHPFFCA87DA","23","22.72","共有部分","鋼筋混凝土造","86年2月22日","五層",NA
"9916","RPSOMLMLJHPFFCA87DA","23","32.35","共有部分","鋼筋混凝土造","86年2月22日","五層",NA
"9917","RPRNMLMKJHPFFCA57DA","35","74.80","住家用","鋼筋混凝土造","73年10月26日","五層","一層"
"9918","RPRNMLMKJHPFFCA57DA","35","6.25","共有部分","鋼筋混凝土造","73年10月26日","五層",NA
"9919","RPQNMLMKJHPFFCA47DA","23","68.43","住家用","鋼筋混凝土造","85年9月4日","十三層","七層 電梯樓梯間"
"9920","RPQNMLMKJHPFFCA47DA","23","39.13","共有部分","鋼筋混凝土造","85年9月4日","十三層",NA
"9921","RPQNMLMKJHPFFCA47DA","23","10.85","共有部分","鋼筋混凝土造","85年9月4日","十三層",NA
"9922","RPUNMLOKJHPFFAA87DA","12","63.22","住家用","鋼筋混凝土造","96年9月13日","七層","五層"
"9923","RPUNMLOKJHPFFAA87DA","12","7.66","共有部分","鋼筋混凝土造","96年9月13日","七層",NA
"9924","RPUNMLOKJHPFFAA87DA","12","40.54","共有部分","鋼筋混凝土造","96年9月13日","七層",NA
"9925","RPOWMLTJJHPFFCA78DA","11","32.24","商業用","鋼筋混凝土造","97年12月15日","十五層","三層"
"9926","RPOWMLTJJHPFFCA78DA","11","13.92","共有部分","鋼筋混凝土造","97年12月15日","十五層",NA
"9927","RPUVMLTJJHPFFCA66DA","35","86.01","住家用","鋼筋混凝土造","73年6月25日","五層","二層"
"9928","RPUVMLTJJHPFFCA66DA","35","7.63","共有部分","鋼筋混凝土造","73年6月25日","五層",NA
"9929","RPQPMLKMJHPFFCA67DA","41","68.63","住家用","鋼筋混凝土造","68年6月5日","五層","四層"
"9930","RPRPMLOJKHPFFEA08CA","46","134.88","住家用","鋼筋混凝土造","62年12月10日","四層","四層"
"9931","RPPQMLTJJHPFFDA38DA","13","27.34","見其他登記事項","鋼筋混凝土造","95年8月23日","十三層","二層"
"9932","RPPQMLTJJHPFFDA38DA","13","4.29","共有部分","鋼筋混凝土造","95年8月23日","十三層",NA
"9933","RPPQMLTJJHPFFDA38DA","13","7.28","共有部分","鋼筋混凝土造","95年8月23日","十三層",NA
"9934","RPROMLKKJHPFFCA47DA","1","61.49","住家用","見其他登記事項","108年6月4日","十八層","五層"
"9935","RPROMLKKJHPFFCA47DA","1","59.32","見其他登記事項","見其他登記事項","108年6月4日","十八層",NA
"9936","RPRNMLQKJHPFFFA28DA","11","58.51","住家用","鋼筋混凝土造","98年4月2日","六層","三層"
"9937","RPRNMLQKJHPFFFA28DA","11","40.09","共有部分","鋼筋混凝土造","98年4月2日","六層",NA
"9938","RPPNMLTKJHPFFDA18DA","37","98.13","住家用","鋼筋混凝土造","71年6月9日","五層","三層"
"9939","RPQOMLKKJHPFFEA57DA","18","21.61","商業用","鋼筋混凝土造","90年10月4日","九層","六層"
"9940","RPQOMLKKJHPFFEA57DA","18","10.15","共有部分","鋼筋混凝土造","90年10月4日","九層",NA
"9941","RPQOMLKKJHPFFEA57DA","18",".45","共有部分","鋼筋混凝土造","90年10月4日","九層",NA
"9942","RPXNMLKLJHPFFFA38DA","32","23.66","共有部分","鋼筋混凝土造","76年10月9日","五層",NA
"9943","RPXNMLKLJHPFFFA38DA","32","107.27","住家用","鋼筋混凝土造","76年10月9日","五層","一層"
"9944","RPWVMLOKJHPFFEA66DA","37","101.83","住家用","鋼筋混凝土造","71年8月4日","五層","二層"
"9945","RPWVMLOKJHPFFEA66DA","37","2.19","共有部分","鋼筋混凝土造","71年8月4日","五層",NA
"9946","RPQOMLOKJHPFFEA97DA","41","69.10","住家用","鋼筋混凝土造","67年10月5日","五層","五層"
"9947","RPUOMLQKJHPFFFA68DA","2","136.65","住家用","見其他登記事項","107年3月5日","二十層","七層"
"9948","RPUOMLQKJHPFFFA68DA","2","21.97","見其他登記事項","見其他登記事項","107年3月5日","二十層",NA
"9949","RPUOMLQKJHPFFFA68DA","2","16.27","見其他登記事項","見其他登記事項","107年3月5日","二十層",NA
"9950","RPUOMLQKJHPFFFA68DA","2","14.56","見其他登記事項","見其他登記事項","107年3月5日","二十層",NA
"9951","RPUOMLQKJHPFFFA68DA","2","8.80","見其他登記事項","見其他登記事項","107年3月5日","二十層",NA
"9952","RPUOMLQKJHPFFFA68DA","2","5.70","見其他登記事項","見其他登記事項","107年3月5日","二十層",NA
"9953","RPUOMLQKJHPFFFA68DA","2","39.35","見其他登記事項","見其他登記事項","107年3月5日","二十層",NA
"9954","RPQQMLTJJHPFFEA58DA","14","138.69","住家用","鋼筋混凝土造","95年5月18日","八層","四層"
"9955","RPQQMLTJJHPFFEA58DA","14","76.64","共有部分","鋼筋混凝土造","95年5月18日","八層",NA
"9956","RPXOMLNKJHPFFEA58DA","42","115.48","住家用","鋼筋混凝土造","67年5月18日","四層","二層"
"9957","RPUQMLNKJHPFFEA48DA","9",".26","見其他登記事項","鋼筋混凝土造","99年7月30日","十層","一層"
"9958","RPUQMLNKJHPFFEA48DA","9","1.34","見其他登記事項","鋼筋混凝土造","99年7月30日","十層",NA
"9959","RPUQMLNKJHPFFEA48DA","9","37.26","見其他登記事項","鋼筋混凝土造","99年7月30日","十層",NA
"9960","RPQNMLMKJHPFFEA67DA","35","96.51","住家用","鋼筋混凝土造","73年11月21日","五層","三層"
"9961","RPQNMLMKJHPFFEA67DA","35","9.27","共有部分","鋼筋混凝土造","73年11月21日","五層",NA
"9962","RPOWMLOKJHPFFEA58DA","40","106.57","住家用","鋼筋混凝土造","68年11月1日","五層","三層"
"9963","RPTQMLNKJHPFFEA38DA","18",".16","見其他登記事項","鋼筋混凝土造","91年1月22日","十一層","一層"
"9964","RPTQMLNKJHPFFEA38DA","18",".00","共有部分","鋼筋混凝土造","91年1月22日","十一層",NA
"9965","RPTQMLNKJHPFFEA38DA","18","1.88","共有部分","鋼筋混凝土造","91年1月22日","十一層",NA
"9966","RPTQMLNKJHPFFEA38DA","18","1.09","共有部分","鋼筋混凝土造","91年1月22日","十一層",NA
"9967","RPTQMLNKJHPFFEA38DA","18",".00","共有部分","鋼筋混凝土造","91年1月22日","十一層",NA
"9968","RPTQMLNKJHPFFEA38DA","18","91.80","住家用","鋼筋混凝土造","91年1月22日","十一層","九層"
"9969","RPTQMLNKJHPFFEA38DA","18","19.64","共有部分","鋼筋混凝土造","91年1月22日","十一層",NA
"9970","RPTQMLNKJHPFFEA38DA","18",".00","共有部分","鋼筋混凝土造","91年1月22日","十一層",NA
"9971","RPTQMLNKJHPFFEA38DA","18","1.87","共有部分","鋼筋混凝土造","91年1月22日","十一層",NA
"9972","RPTQMLNKJHPFFEA38DA","18","11.38","共有部分","鋼筋混凝土造","91年1月22日","十一層",NA
"9973","RPTQMLNKJHPFFEA38DA","18","6.92","共有部分","鋼筋混凝土造","91年1月22日","十一層",NA
"9974","RPTQMLNKJHPFFEA38DA","18","7.76","共有部分","鋼筋混凝土造","91年1月22日","十一層",NA
"9975","RPTOMLLLJHPFFEA08DA","7",".23","見其他登記事項","鋼筋混凝土造","101年10月8日","十一層","一層"
"9976","RPTOMLLLJHPFFEA08DA","7",".05","見其他登記事項","鋼筋混凝土造","101年10月8日","十一層",NA
"9977","RPTOMLLLJHPFFEA08DA","7","80.86","見其他登記事項","鋼筋混凝土造","101年10月8日","十一層",NA
"9978","RPTOMLLLJHPFFEA08DA","7","82.00","見其他登記事項","鋼筋混凝土造","101年10月8日","十一層","一層"
"9979","RPTOMLLLJHPFFEA08DA","7","18.64","見其他登記事項","鋼筋混凝土造","101年10月8日","十一層",NA
"9980","RPTOMLLLJHPFFEA08DA","7","19.97","見其他登記事項","鋼筋混凝土造","101年10月8日","十一層",NA
"9981","RPTOMLLLJHPFFEA08DA","7","1.01","見其他登記事項","鋼筋混凝土造","101年10月8日","十一層",NA
"9982","RPSOMLMLJHPFFDA97DA","21","29.91","住家用","鋼筋混凝土造","87年6月24日","六層","四層"
"9983","RPSOMLMLJHPFFDA97DA","21","5.68","共有部分","鋼筋混凝土造","87年6月24日","六層",NA
"9984","RPSOMLMLJHPFFDA97DA","21","5.90","共有部分","鋼筋混凝土造","87年6月24日","六層",NA
"9985","RPSQMLNKJHPFFEA28DA","41","143.40","住家用","鋼筋混凝土造","67年10月3日","五層","一層"
"9986","RPRNMLTKJHPFFDA38DA","22","134.09","住家用","鋼骨鋼筋混凝土造","86年10月24日","三十層","十二層 電梯樓梯間"
"9987","RPRNMLTKJHPFFDA38DA","22","6.70","共有部分","鋼骨鋼筋混凝土造","86年10月24日","三十層",NA
"9988","RPRNMLTKJHPFFDA38DA","22","10.20","共有部分","鋼骨鋼筋混凝土造","86年10月24日","三十層",NA
"9989","RPRNMLTKJHPFFDA38DA","22",".97","見其他登記事項","鋼骨鋼筋混凝土造","86年10月24日","三十層","地下一層"
"9990","RPRNMLTKJHPFFDA38DA","22",".01","共有部分","鋼骨鋼筋混凝土造","86年10月24日","三十層",NA
"9991","RPRNMLTKJHPFFDA38DA","22","34.47","停車空間","鋼骨鋼筋混凝土造","86年10月24日","三十層","地下四層"
"9992","RPRNMLTKJHPFFDA38DA","22",".18","共有部分","鋼骨鋼筋混凝土造","86年10月24日","三十層",NA
"9993","RPTNMLMKJHPFFDA87DA",NA,"125.10","住家用","鋼筋混凝土造",NA,"四層","四層 陽台"
"9994","RPWNMLMKJHPFFDA18DA",NA,"100.00","住家用","鋼筋混凝土造",NA,"四層","四層"
"9995","RPWNMLMKJHPFFDA18DA","40",".11","見使用執照","鋼筋混凝土造","68年9月25日","七層","一層"
"9996","RPWNMLMKJHPFFDA18DA","40",".00","共有部分","鋼筋混凝土造","68年9月25日","七層",NA
"9997","RPWNMLMKJHPFFDA18DA","40",".38","見使用執照","鋼筋混凝土造","68年9月25日","七層","地下層"
"9998","RPWNMLMKJHPFFDA18DA","40",".00","共有部分","鋼筋混凝土造","68年9月25日","七層",NA
"9999","RPOOMLKLJHPFFFA57DA","33","24.97","共有部分","鋼筋混凝土造","76年4月23日","十四層",NA
"10000","RPOOMLKLJHPFFFA57DA","33","64.54","住家用","鋼筋混凝土造","76年4月23日","十四層","二層"
"10001","RPVNMLTKJHPFFCA68DA","35","83.76","住家用","鋼筋混凝土造","73年6月18日","五層","四層"
"10002","RPUNMLLKJHPFFCA77DA","13",".02","住家用","鋼筋混凝土造","96年6月21日","十二層","二層"
"10003","RPUNMLLKJHPFFCA77DA","13","5.85","共有部分","鋼筋混凝土造","96年6月21日","十二層",NA
"10004","RPUNMLLKJHPFFCA77DA","13",".01","共有部分","鋼筋混凝土造","96年6月21日","十二層",NA
"10005","RPQNMLQKJHPFFAA67DA","25","55.58","住家用","鋼筋混凝土造","84年1月9日","六層","六層"
"10006","RPQNMLQKJHPFFAA67DA","25","11.53","見使用執照","鋼筋混凝土造","84年1月9日","六層",NA
"10007","RPQNMLQKJHPFFAA67DA","25","13.31","見使用執照","鋼筋混凝土造","84年1月9日","六層",NA
"10008","RPUOMLNKJHPFFBA97DA","41","98.29","商業用","鋼筋混凝土造","67年6月30日","五層","五層"
"10009","RPPNMLKLJHPFFEA37CA","44","62.79","住家用","鋼筋混凝土造","64年11月14日","四層","二層 陽台"
"10010","RPPPMLQKJHPFFBA87DA","10","12.94","停車空間","鋼筋混凝土造","99年4月13日","十五層","地下二層 地下三層"
"10011","RPPPMLQKJHPFFBA87DA","10","10.78","見其他登記事項","鋼筋混凝土造","99年4月13日","十五層",NA
"10012","RPPPMLQKJHPFFBA87DA","10","5.60","見其他登記事項","鋼筋混凝土造","99年4月13日","十五層",NA
"10013","RPWRMLKLJHPFFCA38DA","41","138.55","住家用","鋼筋混凝土造","68年3月6日","七層","二層"
"10014","RPWRMLKLJHPFFCA38DA","41","11.81","共有部分","鋼筋混凝土造","68年3月6日","七層",NA
"10015","RPTNMLKMJHPFFFA97CA",NA,"90.43",NA,"加強磚造",NA,"四層","四層"
"10016","RPXNMLRKJHPFFFA88CA",NA,"103.19","住家用","鋼筋混凝土造",NA,"十二層","八層"
"10017","RPXNMLRKJHPFFFA88CA",NA,"21.28","共有部分","鋼筋混凝土造",NA,"十二層",NA
"10018","RPXQMLNKJHPFFCA58DA","21","103.16","住家用","鋼筋混凝土造","88年6月2日","十二層","三層"
"10019","RPXQMLNKJHPFFCA58DA","21","40.06","共有部分","鋼筋混凝土造","88年6月2日","十二層",NA
"10020","RPSPMLNKJHPFFCA97DA","35","76.75","住家用","鋼筋混凝土造","73年7月2日","五層","五層"
"10021","RPSPMLNKJHPFFCA97DA","35","6.93","共有部分","鋼筋混凝土造","73年7月2日","五層",NA
"10022","RPSNMLNJKHPFFFA97CA","5","328.79","住家用","見其他登記事項","103年12月24日","三十八層","二十六層"
