id,date,vaccines,tests,confirmed,recovered,deaths,hosp,vent,icu,population,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index,iso_alpha_3,iso_alpha_2,iso_numeric,currency,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,key,key_apple_mobility,key_google_mobility
ESP,2020-01-22,NA,NA,NA,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,0,0,0,0,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-01-23,NA,NA,NA,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,0,0,0,0,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-01-24,NA,NA,NA,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,0,1,0,0,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-01-25,NA,NA,NA,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,0,1,0,0,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-01-26,NA,NA,NA,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,0,1,0,0,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-01-27,NA,NA,NA,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,0,1,0,0,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-01-28,NA,NA,NA,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,0,1,0,0,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-01-29,NA,NA,NA,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,0,1,0,0,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-01-30,NA,NA,NA,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,0,1,0,0,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-01-31,NA,NA,NA,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,2,1,2,11.11,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-02-01,NA,NA,1,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,2,1,2,11.11,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-02-02,NA,NA,1,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,2,1,2,11.11,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-02-03,NA,NA,1,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,2,1,2,11.11,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-02-04,NA,NA,1,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,2,1,2,11.11,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-02-05,NA,NA,1,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,2,1,2,11.11,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-02-06,NA,NA,1,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,2,1,2,11.11,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-02-07,NA,NA,1,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,2,1,2,11.11,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-02-08,NA,NA,1,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,2,1,2,11.11,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
ESP,2020-02-09,NA,NA,2,NA,NA,NA,NA,NA,46796540,0,0,0,0,0,0,0,0,2,1,2,11.11,ESP,ES,724,EUR,1,Spain,NA,NA,40,-4,NA,Spain,ES
